"ID_Substanz";"Name";"Parameter-ID";"CASNr - Gemisch";"Kommentar";"Chem_ID_OZ";"Micropol_ID";"AnalytikDB_ID";"PPDB_ID";"relevante Isomere";"InChIKey"
909;"Terbutylazin-2-hydroxy";"2-Hydroxy-terbuthylazin";"66753-07-9";;;;347;1495;;"OYTCZOJKXCTBHG-UHFFFAOYSA-N"
910;"Celestolid";"ADBI";"13171-00-1";;;53;;;;"IKTHMQYJOWTSJO-UHFFFAOYSA-N"
911;"Phantolide";"AHDI";"15323-35-0";;;54;;;;"VDBHOHJWUDKDRW-UHFFFAOYSA-N"
912;"Tonalid";"Tonalid";"1506-02-1";;;55;251;;;"DNRJTBAOUJJKDY-UHFFFAOYSA-N"
913;"Traseolid";"Traseolid";"68140-48-7";;;157;;;;"IMRYETFJNLKUHK-UHFFFAOYSA-N"
914;"Galaxolid";"Galaxolid";"1222-05-5";;;158;250;;;"ONKNPOPIGWHAQC-UHFFFAOYSA-N"
915;"Estradiol";"17-beta-Estradiol";"50-28-2";;193;170;3464;3762;1;"VOXZDWNPVJITMN-ZBRFXRBCSA-N"
916;"Estron";"Estron";"53-16-7";;194;169;;;;"DNXHEGUUPJUMQT-CBZIJGRNSA-N"
917;"Ethinylestradiol";"17-alpha-Ethinylestradiol";"57-63-6";;7;171;3065;1887;1;"BFPYWIDHMRZLRN-SLHNCBLASA-N"
918;"Bisphenol A";"Bisphenol-A";"80-05-7";;76;176;163;;;"IISBACLAFKSPIT-UHFFFAOYSA-N"
919;"Nonylphenol";"Nonylphenol";"25154-52-3";"EQS basiert auf 4-Nonylphenol Gemisch, 2te für CAS-Nr für Nonylphenole allgemein (laut ECHA)";351;1;;1543;1;"NA"
920;"Octylphenol";;"1806-26-4";;;58658363;;;;
921;"Biphenyl";"Biphenyl";"92-52-4";;74;58658299;10705;82;;"ZUOUZKKEUPVFJK-UHFFFAOYSA-N"
922;"Decachlorbiphenyl";;"2051-24-3";;;;;;;
923;"Dichlorbiphenyl";;"25512-42-9";;;;;;;
924;"Heptachlorbiphenyl";;"28655-71-2";;;;;;;
925;"Hexachlorbiphenyl";;"26601-64-9";;;;;;;
926;"Monochlorbiphenyl";;"27323-18-8";;;;;;;
927;"Nonachlorbiphenyl";;"53742-07-7";;;;;;;
928;"Octachlorbiphenyl";;"55722-26-4";;;;;;;
929;"Pentachlorbiphenyl";;"25429-29-2";;;;;;;
930;"Tetrachlorbiphenyl";;"26914-33-0";;;;;;;
931;"Trichlorbiphenyl";;"25323-68-6";;;;;;;
932;"Dibutylphthalat";"DBP";"84-74-2";;154;128;3670;2924;;"DOIRQSBPFJWKBE-UHFFFAOYSA-N"
933;"Diethylhexylphthalat";"DEHP";"117-81-7";;151;136;;;;"BJQHLKABXJIVAM-UHFFFAOYSA-N"
934;"Diisodecylphthalat";;"68515-49-1";;508;;;;;
935;"Diisononylphthalat";;"28553-12-0";;;;;;;
936;"Deoxynivalenol";;"51481-10-8";;;;;;;
937;"Zearalenon";;"17924-92-4";;;177;4024;;;
938;"Anthracen";"Anthracen";"120-12-7";;43;104;;40;;"MWPLVEDNUUSJAV-UHFFFAOYSA-N"
939;"Benzol";"Benzol";"71-43-2";;60;56233897;;;;"UHOVQNZJYSORNB-UHFFFAOYSA-N"
940;"Benzothiazol";"Benzothiazol";"95-16-9";;67;56233896;343;879;;"IOJUPLGTWVMSFF-UHFFFAOYSA-N"
941;"Tetrachlormethan";"Tetrachlormethan";"56-23-5";;98;56233899;;1350;;"VZGDMQKNWNREIO-UHFFFAOYSA-N"
942;"Hexachlorbutadien";"Hexachlorbutadien";"87-68-3";;254;56233903;;;;"RWNKSTSCBHKHTB-UHFFFAOYSA-N"
943;"Tributylzinn";;"688-73-3";;477;;;;;
944;"C10-13-chloroalkanes";;"85535-84-4";;90;;;;;
945;"1-2-4-Trichlorbenzol";"1-2-4-Trichlorbenzol";"120-82-1";;;58658225;;;;"PBKONEOXTCPAFI-UHFFFAOYSA-N"
946;"1,2-Dichlorethan";"1-2-Dichlorethan";"107-06-2";;4;56233901;;2774;;"WSLDOOZREJYCGB-UHFFFAOYSA-N"
947;"Dichlormethan";"Dichlormethan";"75-09-2";;158;56233902;;;;"YMWUJEATGCHHMB-UHFFFAOYSA-N"
948;"ETBE";"ETBE";"637-92-3";;;58658323;;;;"NUMQCACRALPSHD-UHFFFAOYSA-N"
949;"MTBE";"MTBE";"1634-04-4";;341;58658353;10622;;;"BZLVMXJERCGZMT-UHFFFAOYSA-N"
950;"Tetrachlorethen";"Tetrachlorethen";"127-18-4";;448;56233905;;;;"CYTYCFOTNPOANT-UHFFFAOYSA-N"
951;"Trichlorethen";"Trichlorethen";"79-01-6";;479;56233906;;;;"XSTXAVWGXDQKEL-UHFFFAOYSA-N"
952;"Trichlormethan";"Trichlormethan";"67-66-3";;480;56233908;;;;"HEDRZPFGACZZDS-UHFFFAOYSA-N"
953;"Pentabromdiphenylether";;"32534-81-9";;84;56233898;;;;
954;"Pentachlorobenzen";"PCB";"608-93-5";;371;56233904;11387;950;;"CEOCDNVZRAIOQZ-UHFFFAOYSA-N"
955;"EDTA";"EDTA";"60-00-4";;185;249;10455;1337;;"KCXVZYZYPLLWCC-UHFFFAOYSA-N"
956;"NTA";"NTA";"139-13-9";;354;248;;;;"MGFYIUFZLHCRTH-UHFFFAOYSA-N"
957;"4- und 5-Methylbenzotriazol";"4-und_5-Methylbenzotriazol";"29385-43-1";"EQS basiert auf verschiedenen Isomeren";328;56233860;167;;1;
958;"Benzotriazol";"Benzotriazol";"95-14-7";;68;287;166;;1;"QRUDEWIWKLJBPS-UHFFFAOYSA-N"
959;"Benzo(a)pyren";"Benzo_a_pyren";"50-32-8";;61;111;10430;;;"FMMWHPNWAFZXNH-UHFFFAOYSA-N"
960;"Benzo(b)fluoranthen";"Benzo_b_fluoranthen";"205-99-2";;62;109;;;;"FTOVXSOBNPWTSH-UHFFFAOYSA-N"
961;"Benzo(g,h,i)perylen";"Benzo_ghi_perylen";"191-24-2";;;114;;;;"GYFAGKUZYNFMBN-UHFFFAOYSA-N"
962;"Benzo(k)fluoranthen";"Benzo_k_fluoranthen";"207-08-9";;64;110;;;;"HAXBIWFMXWRORI-UHFFFAOYSA-N"
963;"Fluoranthen";"Fluoranthen";"206-44-0";;226;105;3413;;;"GVEPBJHOBDJJJI-UHFFFAOYSA-N"
964;"Indeno(1,2,3-cd)pyren";"Indeno_123-cd_pyren";"193-39-5";;264;112;;;;"SXQBHARYMNFBPS-UHFFFAOYSA-N"
965;"2-Hydroxy-4-methoxybenzophenon";"Benzophenon-3";"131-57-7";;510;56233749;230;;;"DXGLGDHPHMLXJC-UHFFFAOYSA-N"
966;"Octocrilen";"Octocrilen";"6197-30-4";;355;56233930;229;;;"FMJSMJQBSVNSBF-UHFFFAOYSA-N"
967;"Acesulfam";"Acesulfam";"33665-90-6";"55589-62-3 (potassium salt)";;56233988;2756;;;"YGCFIWIQZPHFLU-UHFFFAOYSA-N"
968;"Sucralose";"Sucralose";"56038-13-2";;;56233830;703;;;"BAQAVOSOZGMPRM-QBMZZYIRSA-N"
969;"Carbamazepin-10,11 - Dihydro-10,11-Dihydroxy";"10-11-Dihydroxy-10-11-dihydro-carbamazepin";"58955-93-4";;5;;2701;;;"PRGQOPPDPVELEG-UHFFFAOYSA-N"
970;"Oxadiazon";"Oxadiazon";"19666-30-9";;360;58658663;3704;496;;"CHNUNORXWHYHNE-UHFFFAOYSA-N"
971;"2,6 Ditert-butyl-4-methylphenol";;"128-37-0";;;;10853;;;
972;"Triallat";"Triallat";"2303-17-5";;;;3725;650;;"MWBPRDONLNQCFV-UHFFFAOYSA-N"
973;"2-Ethyhlhexyl 4-methocinnamat";"Ethylhexylmethoxycinnamat";"5466-77-3";;9;;3003;;;"YBGZDTIWKVFICR-JLHYYAGUSA-N"
974;"Benalaxyl";"Benalaxyl";"71626-11-4";;56;;3035;59;1;"CJPQIRJHIZUAQP-UHFFFAOYSA-N"
975;"Benoxacor";"Benoxacor";"98730-04-2";;;58658569;3505;67;;"PFJJMJDEVDLPNE-UHFFFAOYSA-N"
976;"Benthiavalicarb";;"413615-35-7";"Footprintdatenbank nein, BLW Statistikdaten nein";58;;;72;;"VVSLYIKSEBPRSN-PRHODGIISA-N"
977;"Bitertanol";"Bitertanol";"55179-31-2";;77;;3507;84;;"VGPIBGGRCVEHQZ-UHFFFAOYSA-N"
978;"Bromoxynil Butyrat";;"3861-41-4";"Bromoxynil + butyl, Footprint DB nein, BLW Statstikdaten nein";;;;3067;;"PGMZYNZXIYOOHJ-UHFFFAOYSA-N"
979;"Bromoxynil Octanoat";;"1689-99-2";"Bromoxynil + octan, Footrpint DB ja, BLW Statistikdaten nein";;;;746;;"DQKWXTIYGWPGOO-UHFFFAOYSA-N"
981;"Carboxin";"Carboxin";"5234-68-4";;;58658670;3512;122;;"GYSSRZJIHXQEHQ-UHFFFAOYSA-N"
982;"Chalcogran";;"38401-84-2";"Footrpint DB nein, BLW Statistikdaten nein";;;;2115;;""
983;"Decadiencarbonsäure-methylester";;"4493-42-9";;;;;;;
984;"Dodemorph";"Dodemorph";"1593-77-7";;;;3519;262;;"JMXKCYUTURMERF-UHFFFAOYSA-N"
985;"E8-12 Ac";;"38363-29-0";;;;;1954;;"SUCYDSJQVVGOIW-AATRIKPKSA-N"
986;"Eukalyptusöl";;"84625-32-1";"Kein einzelnes Molekül? BLW Statistikdaten nein";;;;;;
987;"Fenbutatinoxid";;"13356-08-6";;;;;294;;"HOXINJBQVZWYGZ-UHFFFAOYSA-N"
988;"Fuberidazol";"Fuberidazol";"3878-19-1";;;;3525;365;;"UYJUZNLFJAWNEZ-UHFFFAOYSA-N"
989;"Glyphosat-trimesium";;"81591-81-3";;;;;1062;;"RUCAXVJJQQJZGU-UHFFFAOYSA-M"
990;"Guazatin";;"108173-90-6";"115044-19-4";;;;374;;"RONFGUROBZGJKP-UHFFFAOYSA-N"
991;"Ioxynil Octanoat";;"3861-47-0";;272;;;1063;;"QBEXFUOWUYCXNI-UHFFFAOYSA-N"
993;"Japan Myths Oil";;;"Kein CAS möglich, natürliches Produkt, kein einzelnes Molekül, BLW Statistikdaten nein";;;;;;
996;"Oxasulfuron";"Oxasulfuron";"144651-06-9";;;58658366;3490;499;;"IOXAXYHXMLCCJJ-UHFFFAOYSA-N"
997;"Phosmet";"Phosmet";"732-11-6";;518;;3101;521;;"LMNZTLDVJIUSHT-UHFFFAOYSA-N"
998;"Pirimiphos-methyl";"Pirimiphos-methyl";"29232-93-7";;;;3533;532;;"QHOQHJPRIBSPCY-UHFFFAOYSA-N"
1000;"Prosulfuron";"Prosulfuron";"94125-34-5";;519;58658596;3492;558;;"LTUNNEGNEKBSEH-UHFFFAOYSA-N"
1001;"Tralkoxydim";"Tralkoxydim";"87820-88-0";;;;3553;646;;"DQFPEYARZIQXRM-UHFFFAOYSA-N"
1002;"Triasulfuron";"Triasulfuron";"82097-50-5";;471;416;3554;651;;"XOPFESVZMSQIKC-UHFFFAOYSA-N"
1003;"Tribenuron";;"106040-48-6";;;;;1556;;"BQZXUHDXIARLEO-UHFFFAOYSA-N"
1004;"Winter Green Oil";;"90045-28-6";"Kein einzelnes Molekül, BLW Statistikdaten nein";;;;;;
1005;"Z3Z13-18 Ac";;"53120-27-7";;;;;;;
1006;"Z8-12 Ac";;"28079-04-1";;;;;2118;;"SUCYDSJQVVGOIW-WAYWQWQTSA-N"
1007;"Chlorantraniliprol";"Chlorantraniliprol";"500008-45-7";;101;;3480;1138;;"PSOVNZZNOMJUBI-UHFFFAOYSA-N"
1010;"Maltodextrin";;"9050-36-6";;298;;;2379;;""
1011;"Amisulprid";"Amisulprid";"71675-85-9";" CAS: Racemische Mischung von R- und S-Isomeren. Sultoprid: 53583-79-2";566;58658493;2852;;;"NTJOBXMMWNYJFB-LBPRGKRZSA-N"
1012;"Citalopram";"Citalopram";"59729-33-8";;124;58658503;2901;;;"WSEQXVZVJXJVFP-UHFFFAOYSA-N"
1013;"Hydrochlorothiazid";"Hydrochlorthiazid";"58-93-5";;259;56233785;2610;;;"JZUFKLXOESDKRF-UHFFFAOYSA-N"
1014;"Candesartan";"Candesartan";"139481-59-7";;92;58658500;2804;;;"HTQMVQVXFRQIKW-UHFFFAOYSA-N"
1015;"Irbesartan";"Irbesartan";"138402-11-6";;276;422;2774;;;"YOSHYTLCDANDAN-UHFFFAOYSA-N"
1016;"Ranitidin";"Ranitidin";"66357-35-5";"66357-59-3";;56233825;196;;;"VMXUWOKSQNHOCA-UKTHLTGXSA-N"
1017;"2-Naphthalinsulfonsäure";"2-Naphthalinsulfonsaeure";"120-18-3";;;56233851;653;;;"KVBGVZZKJNLNJU-UHFFFAOYSA-N"
1018;"4-Formylaminoantipyrin";"4-Formylamino-antipyrin";"1672-58-8";;;56233919;1038;;;"WSJBSKRPKADYRQ-UHFFFAOYSA-N"
1019;"Atenololsäure";"Metoprololsaeure";"56392-14-4";;;56233746;697;;;"PUQIRTNPJRFRCZ-UHFFFAOYSA-N"
1020;"Benzoylecgonin";"Benzoylecgonin";"519-09-5";;;58658567;2823;;;"GVGYEFKIHJTNQZ-RFQIPJPRSA-N"
1021;"Bicalutamid";"Bicalutamid";"90357-06-5";;;58658498;2809;;;"LKJPYSCBVHEWIU-KRWDZBQOSA-N"
1022;"Bupropion";"Bupropion";"34911-55-2";;;58658499;2803;;;"SNPPWIUOZRMYNY-UHFFFAOYSA-N"
1023;"Carbamazepin-10,11-epoxid";"Carbamazepin-10-11-epoxid";"36507-30-9";;;56233921;916;;;"ZRWWEEVEIOGMMT-UHFFFAOYSA-N"
1024;"Cetirizin";"Cetirizin";"83881-51-0";"83881-52-1";;58658501;2772;;;"ZKLPARSLTMPFCP-UHFFFAOYSA-N"
1025;"Clopidogrel Carbonsäure";"Clopidogrel-carbonsaeure";"90055-55-3";"CasNR: 144457-28-3: (S)-2-(2-Chlorophenyl)-2-(6,7-dihydrothieno[3,2-c]pyridin-5(4H)-yl)acetic acid (clopidogrel carboxylic acid), CasNR: 90055-55-3 clopidogrel carboxylic acid";;;2854;;;"DCASRSISIKYPDD-UHFFFAOYSA-N"
1026;"Coffein";"Koffein";"58-08-2";;;212;303;3651;;"RYYVLZVUVIJVGH-UHFFFAOYSA-N"
1027;"Cyclamat";"Cyclamat";"100-88-9";;;58658562;2813;;;"HCAJEUSONLESMK-UHFFFAOYSA-N"
1028;"Verapamil_D617";"Verapamil_D617";"34245-14-2";;;56233758;2637;;;"WLOBUUJURNEQCL-UHFFFAOYSA-N"
1029;"Deferasirox";"Deferasirox";"201530-41-8";;;58658506;2842;;;"FMSOAWSKCWYLBB-VBGLAJCLSA-N"
1030;"Dextromethorphan";"Dextromethorphan";"125-71-3";;;;2824;;;"MKXZASYAUGDDCJ-NJAFHUGGSA-N"
1031;"Diazepam";"Diazepam";"439-14-5";;;292;2626;2972;;"AAOVKJBEBIDNHE-UHFFFAOYSA-N"
1032;"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidin";"EDDP";"30223-73-5";;;;2825;;;"AJRJPORIQGYFMT-PVOVUMCXSA-N"
1033;"Eprosartan";"Eprosartan";"133040-01-4";;;56233966;2776;;;"OROAFUQRIXKEMV-LDADJPATSA-N"
1034;"Gabapentin";"Gabapentin";"60142-96-3";;570;56233781;2561;2975;;"UGJMXCAKCUNAIE-UHFFFAOYSA-N"
1035;"Indomethacin";"Indometacin";"53-86-1";;265;277;207;;;"CGIGDMFJXJATDK-UHFFFAOYSA-N"
1036;"Ketamin";"Ketamin";"6740-88-1";"Meiner Einschätzung nach sind ketamin (S-) und S-ketamin identisch. Die CAS 33643-47-9 ist Esketamine hydrochloride oder (S-) Ketamin hydrochloride.";;;2826;2978;1;"YQEZLKZALYSWHR-UHFFFAOYSA-N"
1037;"Lamotrigin";"Lamotrigin";"84057-84-1";;292;56233925;2676;;;"PYZRQGJRPPTADH-UHFFFAOYSA-N"
1038;"Levamisol";"Levamisol";"14769-73-4";;;58658508;2857;1798;;"HLFSDGLLUJUHTE-SNVBAGLBSA-N"
1039;"Levetiracetam";"Levetiracetam";"102767-28-2";;;56233791;2564;2979;;"HPHUVLMMVZITSG-LURJTMIESA-N"
1040;"Methadon";"Methadon";"76-99-3";;;;2828;;;"USSIQXCVUWKGNF-UHFFFAOYSA-N"
1041;"Metronidazol";"Metronidazol";"443-48-1";"69198-10-3, 99616-64-5";;288;197;1826;;"VAOCPAMSLUNLGC-UHFFFAOYSA-N"
1042;"Mycophenolsäure";"Mycophenolsaeure";"24280-93-1";"483-60-3";;58658510;2808;;;"HPNSFSBZBAHARI-RUDMXATFSA-N"
1043;"N,O-Didesvenlafaxin";"O-N-Didesmethyl-venlafaxin";"135308-74-6";;;;2657;;;"MMSWXJSQCAEDLK-UHFFFAOYSA-N"
1044;"N-Desvenlafaxin";"N-Desmethyl-venlafaxin";"149289-30-5";;;56233927;1034;;;"MKAFOJAJJMUXLW-UHFFFAOYSA-N"
1045;"Oxazepam";"Oxazepam";"604-75-1";;;56233972;2743;;;"ADIMAYPTOBDMTL-UHFFFAOYSA-N"
1046;"PFBA";"PFBA";"375-22-4";;;58658369;2713;;;"YPJUNDFVDDCYIH-UHFFFAOYSA-N"
1047;"PFBS";"PFBS";"375-73-5";"auch analytik DB 3675";;;2726;;;"JGTNAGYHADQMCM-UHFFFAOYSA-N"
1048;"PFDA";"PFDA";"335-76-2";;;58658371;2720;;;"PCIUEQPBYFRTEM-UHFFFAOYSA-N"
1049;"PFHpA";"PFHpA";"375-85-9";;;58658374;2716;;;"ZWBAMYVPMDSJGQ-UHFFFAOYSA-N"
1050;"PFHxA";"PFHxA";"307-24-4";;;58658373;2715;;;"PXUULQAPEKKVAH-UHFFFAOYSA-N"
1051;"PFHxS";"PFHxS";"355-46-4";;;;2727;;;"QZHDEAJFRJCDMF-UHFFFAOYSA-N"
1052;"PFNA";"PFNA";"375-95-1";;;58658376;2718;;;"UZUFPBIDKMEQEQ-UHFFFAOYSA-N"
1053;"PFPeA";"PFPeA";"2706-90-3";;;58658378;2714;;;"CXZGQIAOTKWCDB-UHFFFAOYSA-N"
1054;"Ritalinsäure";"Ritalinsaeure";"19395-41-6";;;56233843;701;;;"INGSNVSERUZOAK-UHFFFAOYSA-N"
1055;"Ritonavir";"Ritonavir";"155213-67-5";;;56233827;2580;;;"NCDNCNXCDXHOMX-XGKFQTDJSA-N"
1056;"Rivastigmin";"Rivastigmin";"	123441-03-2";;;58658386;2844;;;"XSVMFMHYUFZWBK-NSHDSACASA-N  "
1057;"Rosuvastatin";"Rosuvastatin";"287714-41-4";;;58658515;2802;;;"BPRHUIZQVSMCRT-VEUZHWNKSA-N"
1058;"Saccharin";"Saccharin";"81-07-2";;;58658516;2816;902;;"CVHZOJJKTDOEJC-UHFFFAOYSA-N"
1059;"Sitagliptin";"Sitagliptin";"486460-32-6";;568;58658517;2903;;;"MFFMDFFZMYYVKS-SECBINFHSA-N"
1060;"Telmisartan";"Telmisartan";"144701-48-4";;564;;2805;;;"RMMXLENWKUUMAY-UHFFFAOYSA-N"
1061;"Valsartansäure";"Valsartansaeure";"164265-78-5";;569;56233985;2795;;;"USAWIVMZUYOXCF-UHFFFAOYSA-N"
1062;"Titanoxyd";;"12137-20-1";;;;;;;
1063;"Trichlorfon";"Trichlorfon";"52-68-6";;;;11318;657;;"NFACJZMKEDPNKN-UHFFFAOYSA-N"
1064;"Vamidothion";"Vamidothion";"2275-23-2";;;;11323;678;;"LESVOLZBIFDZGS-UHFFFAOYSA-N"
1065;"Z-3,13 Octadienylacetat";;;;;;;;;
1066;"Z8-12 OH";;"40642-40-8";;;;;1955;;"YEQONIQGGSENJQ-PLNGDYQASA-N"
1067;"Ioxynil butyrate";;"156-54-7";;;;;;;
1069;"Aminopyralid";"Aminopyralid";"150114-71-9";;38;;4095;29;;"NIXXQNOQHKNPEJ-UHFFFAOYSA-N"
1070;"Amisulbrom";;"348635-87-0";;40;;4104;1137;;"BREATYVWRHIPIY-UHFFFAOYSA-N"
1071;"Fenpyrazamin";"Fenpyrazamin";"473798-59-3";;207;;4098;2010;;"UTOHZQYBSYOOGC-UHFFFAOYSA-N"
1072;"Dinocap";"Dinocap";"39300-45-3";"Zugelassen ist nur noch Meptyldinocap mit PPDB_ID=439";;;11233;250;1;"PICWGGJJNSNXQA-VTJFPKETSA-N"
1073;"Gibberellin A7";;"510-75-8";"A7 hat eine Doppelbindung mehr als A4 sonst sind die Moleküle gleich. Footprint DB nein, BLW Statistikdaten nein";;;;1671;;"SEEGHKWOBVVBTQ-NFMPGMCNSA-N"
1076;"Alanycarb";;"83130-01-2";;;;;18;;
1077;"Anilazin";"Anilazin";"101-05-3";;;;;39;;"IMHBYKMAHXWHRP-UHFFFAOYSA-N"
1078;"Benomyl";;"17804-35-2";;;;;66;;"RIOXQFHNBCKOKP-UHFFFAOYSA-N"
1079;"Bensultap";;"17606-31-4";;;;;70;;"YFXPPSKYMBTNAV-UHFFFAOYSA-N"
1080;"Benzoximat";"Benzoximat";"29104-30-1";;;;11208;73;;"HOERQTQCTISLFR-UHFFFAOYSA-N"
1081;"Benzthiazuron";;"1929-88-0";;;;;1116;;"DTCJYIIKPVRVDD-UHFFFAOYSA-N"
1082;"Butoxycarboxim";;"34681-23-7";;;;;103;;"CTJBHIROCMPUKL-UHFFFAOYSA-N"
1083;"Fentinacetat";;"900-95-8";;;;;311;;"WDQNIWFZKXZFAY-UHFFFAOYSA-M"
1084;"Furathiocarb";"Furathiocarb";"65907-30-4";;;390;11270;367;;"HAWJXYBZNNRMNO-UHFFFAOYSA-N"
1085;"Heptenophos";;"23560-59-0";;;;3114;379;;"GBAWQJNHVWMTLU-UHFFFAOYSA-N"
1086;"Hexaconazol";"Hexaconazol";"79983-71-4";;;;11271;382;;"STMIIPIFODONDC-UHFFFAOYSA-N"
1088;"Methabenzthiazuron";"Methabenzthiazuron";"186913-97-9";;;190;;452;;"RRVIAQKBTUQODI-UHFFFAOYSA-N"
1089;"Methopren";;"40596-69-8";"S-methopren: CasNr.65733-16-6; PPDB_ID 1457";;;;459;1;"NFGXHKASABOEEW-LDRANXPESA-N"
1090;"N,N-Diallyldichloracetamid";;"37764-25-3";;;;;1189;;"YRMLFORXOOIJDR-UHFFFAOYSA-N"
1091;"Natriumdikegulac";;"52508-35-7";;;;;1114;;"DEWVPZYHFVYXMZ-QCILGFJPSA-M"
1092;"Nitrothal-isopropyl";;"10552-74-6";;;;11385;1064;;"VJAWBEFMCIINFU-UHFFFAOYSA-N"
1093;"Parathion-methyl";"Parathion-methyl";"298-00-0";;;75;3706;507;;"RLBIQVVOMOPOHC-UHFFFAOYSA-N"
1095;"Profenofos";"Profenofos";"41198-08-7";;;58658571;3799;538;;"QYMMJNLHFKGANY-UHFFFAOYSA-N"
1097;"Sulfotep";;"3689-24-5";;;;11401;604;;"XIUROWKZWPIAIB-UHFFFAOYSA-N"
1098;"Tetrachlorvinphos";"Tetrachlorvinphos";"22248-79-9";;;242;11403;625;;"UBCKGWBNUIFUST-YHYXMXQVSA-N"
1099;"Fluxapyroxad";"Fluxapyroxad";"907204-31-3";;240;;4105;2002;;"SXSGXWCSHSVPGB-UHFFFAOYSA-N"
1100;"Penoxsulam";"Penoxsulam";"219714-96-2";;370;;4102;512;;"SYJGKVOENHZYMQ-UHFFFAOYSA-N"
1101;"Penthiopyrad";"Penthiopyrad";"183675-82-3";;373;;4103;1210;;"PFFIDZXUXFLSSR-UHFFFAOYSA-N"
1102;"Valifenalat";"Valifenalat";"283159-90-0";;499;;4101;1659;;"DBXFMOWZRXXBRN-LWKPJOBUSA-N"
1103;"Z11-14 OH";;"34010-15-6";;;;;1951;;"YGHAIPJLMYTNAI-ARJAWSKDSA-N"
1107;"Peppermint oil";;"8008-79-5";;;;;2513;;""
1108;"Fettsäuren C7 bis C20";;;;;;;;;
1109;"COS-OGA";;;;;;;2689;;""
1110;"Calciumcarbonat";;"471-34-1";;;;;108;;"VTYYLEPIZMXCLO-UHFFFAOYSA-L"
1111;"Bromuconazol";"Bromuconazol";"116255-48-2";;86;;3700;97;;"HJJVPARKXDDIQD-UHFFFAOYSA-N"
1112;"Tralopyril";;"122454-29-9";;;;;3548;;
1113;"Dinotefuran";;"165252-70-0";;;;3108;1195;;"YKBZOVFACRVRJN-UHFFFAOYSA-N"
1116;"Medetomidin";;"86347-14-0";;;;;1771;;"CUHVIMMYOGQXCV-UHFFFAOYSA-N"
1119;"Alkoholethoxylat";;;;;;;;;
1120;"Fenfuram";;"24691-80-3";;;;11250;297;;"JFSPBVWPKOEZCB-UHFFFAOYSA-N"
1121;"Kaliumaluminiumsulfat";;"7784-24-9";;;;;3647;;
1122;"Ethylen";;"74-85-1";;;;;2009;;"VGGSQFUCUMXWEO-UHFFFAOYSA-N"
1123;"Diazoxon";"Diazoxon";"962-58-3";;;;2705;;;"VBLJFQYCTRKKKF-UHFFFAOYSA-N"
1125;"Sulfentrazon";"Sulfentrazon";"122836-35-5";;;;3209;601;;"OORLZFUTLGXMEF-UHFFFAOYSA-N"
1128;"Atraton";"Atraton";"1610-17-9";" Isobare zu Prometon-Hydroxy";48;;157;1692;;"PXWUKZGIHQRDHL-UHFFFAOYSA-N"
1132;"Orangenöl";;"8008-57-9";;;;;;;
1133;"Zinkphosphid";;"1314-84-7";;;;;1730;;"NQDYSWQRWWTVJU-UHFFFAOYSA-N"
1134;"Piper";;;;;;;;;
1135;"Bromoxynil als Ester";;;;;;;;;
1138;"Flupyrsulfuron";;"150315-10-9";;;;;1553;;"HCNBYBFTNHEQQJ-UHFFFAOYSA-N"
1139;"Flupyrsulfuron-methyl";"Flupyrsulfuron-methyl";"144740-53-4";"In PSMV als Flupyrsulfuron-methyl-sodium";230;58658330;3485;341;;"DTVOKYWXACGVGO-UHFFFAOYSA-N"
1140;"Ioxynil als Ester";;;;;;;;;
1142;"Thifensulfuron";;;;;;;972;;"LOQQVLXUKHKNIA-UHFFFAOYSA-N"
1143;"Triflusulfuron";;;;;;;1557;;"AKTQJCBOGPBERP-UHFFFAOYSA-N"
1144;"Silber Kupfer Zeolith";;"130328-19-7";;;;;;;
1145;"epsilon-Momfluorothrin";;"1065124-65-3";;;;;3174;;"	DPJITPZADZSLBP-DQXQJKBJSA-N"
1146;"Perameisensäure";;"107-32-4";;;;;;;
1147;"Dialuminiumchlorid- Pentahydroxid";;"12042-91-0";;;;;;;
1148;"aktives Chlor";;;"ist vermutlich HOCl das auf unterschiedlich Art hergestellt wird.";;;;;;
1149;"aktives Brom";;;;;;;;;
1152;"Benzolsulfonsäure";;"98-11-3";;;;;;;
1153;"Cyclohexanon";;"	108-94-1";;;;3753;1308;;"JHIVVAPYMSGYDF-UHFFFAOYSA-N"
1154;"Xylol";"m-p-Xylol";"1330-20-7";;503;;;1358;;""
1155;"Solvent Naphtha";;"64742-95-6";;;;;1356;;"-"
1156;"Natriumdioctylsulfosuccinat";;"577-11-7";;;;;;;
1157;"Cyclohexanol";;"108-93-0";;;;;;;
1158;"Isophoron";;"	78-59-1";;;;;;;
1159;"Methenamin";"Methenamin";"100-97-0";;;;3746;;;"VKYKSIONXSXAKP-UHFFFAOYSA-N"
1160;"Polyoxyethylene Amine";;"61791-26-2";;;;;1339;;"-"
1161;"Natriumhydroxid";;"1310-73-2";;;;10402;;;
1163;"Kaliumhydroxid";;"1310-58-3";;;;;;;
1164;"Natriumdiisobutylnaphthalinsulfonat";;"27213-90-7";;;;;;;
1165;"Pentanol";;"71-41-0";;;;;;;
1166;"Tetranatriumpyrophosphat";;"7722-88-5";;;;;;;
1167;"Natrium-di-butyl-naphtalinsulfonat";;"25417-20-3";;;;;;;
1168;"Polyalkylenglycolether";;;;;;;;;
